,Age,Gender,Income,Education_Level,Travel_Frequency,Preferred_Activities,Vacation_Budget,Location,Proximity_to_Mountains,Proximity_to_Beaches,Favorite_Season,Pets,Environmental_Concerns,Preference
40520,44,female,99439,doctorate,5,hiking,3693,suburban,241,45,summer,0,1,0
45634,36,female,58197,doctorate,2,hiking,1997,urban,283,165,spring,0,0,0
32135,43,female,75370,bachelor,4,sunbathing,3830,rural,181,54,summer,1,1,0
10777,41,non-binary,48707,master,8,skiing,3104,suburban,239,134,summer,1,0,0
3835,45,male,30792,master,3,sunbathing,4448,suburban,299,48,summer,1,1,0
29671,62,non-binary,21501,master,1,hiking,2671,suburban,272,77,fall,0,1,0
48969,23,non-binary,88039,high school,4,swimming,1099,urban,277,1,summer,0,1,0
50877,69,male,30897,bachelor,5,hiking,2936,suburban,6,13,winter,0,1,1
26171,48,non-binary,91451,master,2,hiking,1525,rural,252,248,spring,1,1,0
50440,52,non-binary,80363,high school,5,swimming,3863,rural,186,119,fall,1,1,0
7459,43,male,55979,master,1,hiking,661,urban,22,213,spring,1,1,1
41106,65,female,85420,doctorate,6,sunbathing,1732,urban,78,45,winter,1,0,0
28494,22,male,37497,master,6,skiing,1780,urban,276,171,summer,0,0,0
40010,67,female,72845,doctorate,3,hiking,2498,suburban,191,286,winter,1,0,1
47695,29,non-binary,81327,doctorate,4,skiing,739,urban,216,115,winter,0,0,0
52382,26,non-binary,113492,master,5,sunbathing,2345,suburban,127,35,summer,1,0,0
6117,48,non-binary,33204,high school,0,skiing,3587,urban,298,265,winter,1,1,0
6598,18,male,64133,doctorate,3,sunbathing,2156,urban,156,182,spring,0,0,0
11844,39,non-binary,43099,master,1,hiking,1603,urban,259,149,summer,1,0,0
24919,30,male,78837,doctorate,9,sunbathing,3647,rural,32,22,winter,1,1,0
18053,54,non-binary,69903,master,1,hiking,540,rural,61,188,spring,0,0,1
18134,54,female,32031,master,6,hiking,4113,urban,129,271,summer,0,1,1
30616,67,female,57195,bachelor,3,sunbathing,4594,suburban,246,129,spring,1,0,0
27645,53,male,75909,bachelor,2,skiing,881,suburban,35,96,spring,1,0,1
47273,42,non-binary,28899,bachelor,6,swimming,923,rural,92,18,summer,1,0,0
1607,54,male,73538,bachelor,9,hiking,3323,urban,93,160,summer,0,0,1
19267,50,male,27356,doctorate,7,hiking,2929,rural,158,11,spring,0,0,0
22180,43,female,73900,high school,3,skiing,3051,urban,211,197,winter,0,0,0
40479,65,male,97331,doctorate,6,skiing,3716,urban,170,156,summer,1,0,0
2186,38,non-binary,115808,bachelor,2,hiking,1707,rural,138,46,fall,1,1,0
17302,66,male,71730,high school,4,hiking,3670,urban,247,144,winter,0,1,0
22391,29,male,84022,doctorate,5,swimming,2721,urban,0,79,summer,1,0,0
33065,25,female,114818,high school,9,sunbathing,3348,suburban,185,141,spring,0,0,0
48985,36,male,77529,doctorate,2,swimming,1485,urban,79,208,winter,1,1,0
23944,54,male,44646,bachelor,6,skiing,3983,rural,239,104,summer,0,0,0
21278,43,non-binary,57286,bachelor,0,hiking,2515,rural,42,266,winter,0,1,1
37884,59,female,78444,master,7,skiing,4042,urban,8,122,spring,0,1,1
43945,45,female,86871,bachelor,3,swimming,3378,suburban,257,255,fall,1,0,0
41882,31,male,40584,master,8,skiing,3636,urban,62,97,summer,1,0,1
36312,41,male,88934,doctorate,5,skiing,1249,rural,150,149,summer,0,1,0
50327,31,non-binary,95436,bachelor,4,skiing,2580,rural,21,91,fall,0,0,1
42914,57,female,43606,high school,4,swimming,1546,rural,250,100,fall,0,0,0
26633,57,female,79506,high school,0,hiking,4528,suburban,23,70,fall,0,0,1
20856,63,female,20048,high school,7,skiing,2650,suburban,146,185,summer,1,0,1
9677,68,male,55875,bachelor,2,skiing,4669,rural,264,53,spring,0,1,0
37930,59,female,26818,master,5,swimming,1903,rural,23,51,fall,1,1,0
5168,23,male,66619,master,5,skiing,1020,rural,144,97,summer,1,1,0
41561,48,male,101413,doctorate,7,hiking,1129,rural,217,47,summer,1,1,0
47693,55,male,118250,high school,1,skiing,4335,urban,230,261,fall,1,1,1
1636,65,male,56304,bachelor,9,hiking,2447,urban,166,122,summer,1,1,0
10347,36,male,88371,doctorate,7,sunbathing,3804,suburban,97,186,summer,0,0,0
24783,39,female,77247,high school,8,hiking,688,urban,207,52,summer,1,0,0
33812,41,female,103400,doctorate,9,skiing,4885,rural,254,168,winter,0,1,0
12852,33,male,35883,master,5,skiing,4548,suburban,22,215,winter,1,0,1
4661,32,male,74240,bachelor,2,swimming,4157,rural,140,167,summer,0,0,0
15643,36,male,74324,bachelor,9,swimming,1137,rural,51,101,spring,1,0,0
17263,26,non-binary,60496,high school,1,hiking,2498,rural,149,279,spring,0,0,1
14945,38,male,43100,bachelor,1,sunbathing,2653,suburban,251,171,winter,1,0,0
20641,38,female,86968,doctorate,8,hiking,3938,suburban,192,214,summer,1,1,1
4834,23,non-binary,69474,doctorate,0,sunbathing,4604,rural,202,235,fall,1,1,0
36752,41,male,81763,high school,2,skiing,4065,rural,275,104,spring,1,0,0
45060,67,non-binary,75469,high school,8,skiing,2881,urban,171,89,spring,1,0,0
28975,33,male,56690,master,0,skiing,2508,suburban,21,21,fall,1,0,0
23898,40,male,35941,high school,3,swimming,4349,rural,11,75,winter,0,0,0
38350,63,female,109383,master,8,sunbathing,3596,rural,275,37,summer,0,1,0
50720,45,female,55616,master,0,sunbathing,1513,urban,165,274,fall,1,0,0
16837,61,male,108818,bachelor,8,sunbathing,1786,suburban,167,57,summer,1,0,0
43675,42,non-binary,118649,doctorate,7,hiking,3989,rural,170,153,winter,0,1,0
45193,38,female,32102,doctorate,8,skiing,2645,rural,299,180,winter,1,0,0
6345,65,non-binary,46407,bachelor,4,skiing,1541,rural,196,138,winter,1,0,0
10331,59,non-binary,68404,master,8,swimming,4442,urban,160,137,spring,0,1,0
10507,54,non-binary,63011,master,4,swimming,1998,suburban,94,1,winter,0,0,0
2477,42,male,44446,high school,4,hiking,935,rural,292,129,winter,0,0,0
20888,41,non-binary,54084,doctorate,9,skiing,2277,suburban,281,276,spring,0,1,0
51505,45,female,118183,bachelor,3,hiking,2524,suburban,188,100,summer,0,0,0
29663,46,female,80084,master,6,skiing,659,suburban,222,65,spring,1,1,0
5758,43,non-binary,21297,master,4,skiing,3841,suburban,290,179,spring,0,0,0
44777,35,non-binary,28491,bachelor,5,skiing,2259,suburban,205,10,spring,1,0,0
23328,65,non-binary,85750,bachelor,0,skiing,2411,suburban,274,254,spring,1,0,0
1205,53,female,104472,master,3,swimming,4716,suburban,177,153,summer,1,0,0
48871,30,male,79710,doctorate,4,sunbathing,3104,urban,108,265,summer,0,1,0
37013,32,non-binary,22416,doctorate,5,sunbathing,4226,rural,281,17,winter,0,1,0
47546,38,female,27418,bachelor,2,sunbathing,1581,suburban,59,193,spring,0,0,0
30204,45,male,49685,doctorate,9,skiing,3097,suburban,158,144,fall,0,0,0
38417,49,non-binary,89293,master,1,hiking,4902,rural,149,138,summer,0,0,0
48584,40,male,106661,high school,8,sunbathing,1431,rural,206,40,spring,0,0,0
1753,66,female,52968,high school,1,sunbathing,4066,suburban,227,86,summer,1,0,0
35981,40,female,98742,bachelor,1,skiing,1225,urban,13,212,winter,1,0,1
28229,37,male,41387,high school,1,hiking,2961,urban,298,153,winter,1,1,0
49568,23,male,88947,master,6,swimming,2562,rural,181,20,summer,0,1,0
2961,53,male,50496,master,1,hiking,4288,rural,39,220,summer,1,1,1
39014,66,non-binary,104535,high school,9,sunbathing,4499,rural,45,33,spring,0,1,0
10573,27,non-binary,80446,doctorate,1,swimming,1361,rural,221,17,fall,0,0,0
17493,61,non-binary,76154,master,5,hiking,3853,rural,48,248,fall,1,0,1
4097,54,male,83041,master,9,swimming,1397,suburban,176,103,spring,0,0,0
30390,50,female,100560,doctorate,6,hiking,3336,rural,17,25,winter,1,1,1
16566,18,non-binary,100543,bachelor,0,skiing,2659,urban,129,289,fall,0,1,1
29888,69,male,45990,bachelor,1,sunbathing,2909,urban,128,20,spring,0,1,0
23511,55,male,67829,doctorate,9,swimming,3055,rural,256,253,winter,0,1,0
44188,41,male,92687,bachelor,1,sunbathing,3873,suburban,156,254,spring,0,0,0
34147,54,female,23646,doctorate,2,swimming,3966,suburban,102,12,winter,1,1,0
38039,30,female,87571,doctorate,3,hiking,1998,rural,246,4,winter,0,1,0
48356,35,female,102819,master,6,hiking,4995,urban,91,79,spring,1,0,0
12726,27,male,42949,high school,9,sunbathing,4944,rural,237,25,spring,0,0,0
32800,31,non-binary,96256,master,5,skiing,1475,urban,131,180,winter,0,0,1
48762,24,male,117721,doctorate,3,hiking,2444,rural,29,121,spring,1,1,1
1923,29,non-binary,74538,high school,0,hiking,1716,suburban,242,45,summer,0,0,0
22052,25,female,68666,high school,0,sunbathing,3322,urban,280,250,fall,0,0,0
16346,69,male,67007,high school,6,skiing,2130,urban,37,51,spring,1,1,1
13938,25,male,46851,master,1,hiking,3463,rural,54,181,spring,1,0,1
6058,63,male,69719,high school,3,hiking,1162,rural,291,46,summer,1,1,0
42623,20,male,106070,master,1,sunbathing,3537,urban,265,106,winter,1,1,0
39128,55,non-binary,54381,doctorate,0,skiing,1057,urban,40,124,winter,0,0,1
11488,31,non-binary,116594,bachelor,3,skiing,3079,urban,18,99,fall,0,0,1
44133,65,female,84461,master,5,hiking,4820,rural,284,76,spring,1,0,0
15359,38,female,108592,master,7,hiking,3988,rural,86,167,fall,1,1,1
9642,47,male,116335,doctorate,3,skiing,513,urban,46,222,summer,0,0,1
31665,54,male,22036,bachelor,4,sunbathing,798,suburban,259,63,summer,0,0,0
51957,28,female,24492,master,2,skiing,912,rural,207,27,spring,0,1,0
31868,24,non-binary,99724,doctorate,3,swimming,1471,suburban,57,119,winter,1,1,0
36319,57,non-binary,39780,master,0,swimming,2218,suburban,123,299,fall,0,1,0
35746,44,male,92716,master,6,hiking,2968,urban,67,110,winter,0,1,1
32124,52,female,58024,bachelor,3,hiking,3263,urban,243,116,winter,0,0,0
51967,30,male,48911,bachelor,3,swimming,3659,suburban,185,247,summer,0,0,0
32757,50,non-binary,26353,master,3,sunbathing,4263,suburban,244,116,summer,1,0,0
6732,23,male,81523,doctorate,4,hiking,1551,rural,269,251,summer,0,0,0
38555,23,non-binary,112120,master,3,swimming,763,urban,279,32,winter,0,0,0
9819,19,non-binary,26719,bachelor,9,hiking,1092,urban,26,109,winter,0,0,1
949,22,non-binary,91673,high school,5,skiing,1987,rural,284,39,winter,1,1,0
26608,27,non-binary,110402,doctorate,5,sunbathing,3773,suburban,287,65,spring,1,1,0
49078,19,non-binary,26938,master,0,swimming,1182,rural,43,20,fall,0,1,0
29918,49,female,46768,master,6,hiking,3012,rural,290,150,winter,1,0,0
39343,65,male,33657,bachelor,1,sunbathing,3412,rural,114,46,spring,0,1,0
1457,22,female,55050,bachelor,8,hiking,3439,urban,3,113,spring,0,1,1
13092,33,non-binary,72208,high school,6,skiing,3201,rural,216,94,fall,0,0,0
23895,63,female,89408,bachelor,6,sunbathing,2648,suburban,141,133,summer,1,1,0
39458,64,non-binary,30282,master,9,skiing,3649,rural,61,232,summer,1,1,1
898,59,male,40907,high school,8,skiing,651,suburban,51,271,fall,1,0,1
41937,66,female,93085,bachelor,4,hiking,1110,urban,50,291,winter,0,0,1
9634,52,non-binary,45680,high school,1,sunbathing,917,suburban,207,183,fall,1,0,0
26111,27,non-binary,100573,master,6,swimming,3201,rural,128,192,spring,0,1,0
15581,27,non-binary,100215,bachelor,0,skiing,2462,urban,28,278,winter,0,0,1
35890,68,female,62923,doctorate,0,skiing,3956,suburban,162,226,spring,0,0,1
11204,26,male,31069,high school,8,sunbathing,3478,rural,253,291,summer,1,1,0
15899,61,female,90121,bachelor,2,swimming,3062,urban,70,229,spring,0,0,0
27321,43,non-binary,97690,high school,6,swimming,1050,rural,85,154,winter,1,1,0
26607,26,male,79505,master,7,hiking,1750,urban,283,237,summer,1,1,0
38013,59,male,117899,master,8,sunbathing,3422,rural,124,69,summer,0,0,0
45543,69,female,78842,doctorate,2,hiking,1335,urban,118,64,summer,0,1,0
11304,39,male,51058,master,8,hiking,4064,rural,95,135,fall,0,0,1
16496,36,female,116969,master,3,hiking,1724,urban,248,24,summer,0,1,0
1487,39,male,108888,master,4,sunbathing,4688,urban,71,240,summer,0,0,0
35766,61,male,76682,high school,6,hiking,3407,urban,166,241,spring,1,0,1
4857,20,non-binary,56108,master,2,swimming,2011,rural,279,12,spring,0,1,0
11331,29,female,73519,bachelor,6,hiking,1777,suburban,160,73,fall,0,1,0
24968,45,female,95690,bachelor,3,sunbathing,2034,rural,116,172,fall,1,1,0
10314,56,female,46207,bachelor,3,swimming,982,suburban,180,208,winter,1,0,0
37804,57,female,77052,doctorate,9,sunbathing,2068,rural,71,246,fall,0,0,0
27259,69,male,83118,bachelor,8,sunbathing,3637,suburban,65,191,fall,0,1,0
44011,46,female,105125,doctorate,4,hiking,1482,urban,270,255,summer,0,1,0
40214,51,non-binary,32659,master,8,hiking,3670,urban,106,60,summer,1,0,0
22852,41,female,45354,high school,8,hiking,3279,suburban,288,291,spring,1,0,1
17885,56,female,100730,doctorate,7,hiking,3143,rural,75,45,fall,1,1,0
9658,38,female,54450,high school,7,skiing,2241,urban,15,202,summer,1,0,1
23749,45,male,43725,doctorate,2,skiing,3449,urban,205,217,spring,0,0,1
20616,61,female,81125,high school,5,skiing,1855,suburban,19,29,winter,1,1,1
306,33,female,40208,master,1,sunbathing,4273,rural,258,73,fall,0,1,0
38497,62,female,27842,master,1,hiking,539,urban,76,264,summer,1,0,1
44728,35,non-binary,83742,high school,4,swimming,3696,rural,225,137,fall,1,0,0
13581,23,female,24766,high school,2,hiking,1240,rural,126,238,spring,1,0,1
7249,54,male,29417,bachelor,3,sunbathing,4527,rural,93,255,spring,0,0,0
37734,44,female,49315,high school,6,sunbathing,3969,rural,70,177,winter,0,1,0
31962,40,non-binary,99705,high school,9,skiing,4554,urban,52,82,fall,0,1,1
29484,47,male,39645,master,3,swimming,3202,urban,223,235,summer,1,1,0
22515,61,non-binary,32111,doctorate,8,hiking,4984,urban,43,187,winter,0,1,1
23659,31,male,87611,high school,2,hiking,2202,rural,56,263,spring,0,0,1
52075,57,male,108533,bachelor,7,hiking,2602,rural,49,189,spring,1,0,1
19345,65,male,95551,master,0,sunbathing,4694,urban,181,125,summer,1,1,0
10466,65,male,76596,bachelor,2,swimming,4685,urban,65,206,summer,0,1,0
27701,61,male,106463,master,3,hiking,4115,urban,45,81,summer,0,0,1
49564,25,non-binary,90480,high school,0,hiking,4307,rural,284,252,spring,1,1,0
27729,59,female,21579,master,8,swimming,982,urban,140,246,summer,0,1,0
27154,51,male,25823,bachelor,3,swimming,4305,rural,48,238,spring,1,0,0
18265,52,female,23736,master,0,skiing,1245,rural,87,84,fall,0,1,0
6139,52,non-binary,55184,master,0,skiing,3810,suburban,50,208,fall,0,0,1
44978,42,non-binary,92697,bachelor,6,hiking,2555,rural,65,58,spring,1,1,0
22197,43,female,113359,master,7,sunbathing,2195,rural,247,85,spring,1,0,0
17834,67,female,53601,bachelor,6,sunbathing,785,suburban,33,132,fall,1,1,0
8909,48,female,23283,high school,6,sunbathing,3117,rural,165,201,winter,1,0,0
50102,52,non-binary,101799,high school,9,hiking,3090,rural,238,253,winter,1,0,1
13976,61,non-binary,47497,bachelor,6,swimming,4878,rural,238,63,summer,1,0,0
5256,65,male,109849,master,4,skiing,685,rural,166,254,spring,0,0,1
46148,65,non-binary,67408,doctorate,9,hiking,1235,urban,276,48,fall,1,1,0
20075,56,female,70302,doctorate,7,skiing,4890,rural,172,12,winter,1,0,0
24676,38,male,61743,master,0,sunbathing,2477,rural,290,196,fall,0,1,0
845,18,male,106988,high school,6,skiing,2540,rural,1,179,fall,0,1,1
40396,43,male,85285,master,8,hiking,1816,rural,17,62,spring,1,0,1
48114,68,female,81183,bachelor,8,skiing,615,rural,134,244,summer,0,0,1
43404,19,non-binary,24603,high school,8,hiking,3747,rural,148,284,summer,1,0,1
18964,51,non-binary,58433,master,9,hiking,1154,suburban,48,177,fall,1,1,1
39260,42,non-binary,42992,high school,7,skiing,2962,rural,213,42,winter,1,1,0
15734,62,male,29394,high school,9,skiing,934,urban,129,245,spring,1,1,1
47604,45,female,100771,master,0,swimming,1870,rural,196,118,fall,1,1,0
29522,64,male,54862,doctorate,6,swimming,3489,rural,166,241,fall,1,0,0
31591,21,female,85290,high school,8,swimming,1698,urban,173,181,summer,1,1,0
49000,24,non-binary,111413,master,3,hiking,4018,suburban,72,295,spring,1,0,1
3828,38,male,52359,high school,0,swimming,1577,rural,67,119,summer,0,1,0
42580,39,male,112596,high school,0,swimming,4481,urban,255,125,summer,1,1,0
1974,55,female,73864,master,2,hiking,774,suburban,132,63,summer,0,0,0
1062,54,non-binary,97952,master,4,swimming,1755,suburban,195,233,spring,0,0,0
9507,23,male,21357,high school,6,swimming,3069,rural,190,234,fall,0,0,0
51317,55,male,97084,master,7,skiing,629,urban,290,176,winter,0,0,0
24952,65,male,95796,bachelor,5,hiking,2146,suburban,79,26,winter,0,0,0
29920,18,male,104931,high school,4,skiing,799,suburban,18,223,spring,1,0,1
13663,33,non-binary,74001,high school,7,swimming,4690,suburban,223,114,fall,1,0,0
23397,43,female,102316,bachelor,9,swimming,2958,suburban,26,276,winter,0,1,0
14276,50,male,36639,master,9,hiking,3312,suburban,46,153,fall,1,1,1
27302,52,non-binary,73675,bachelor,9,swimming,3588,suburban,294,65,winter,1,0,0
14817,62,male,97976,master,6,sunbathing,1240,urban,125,46,summer,1,1,0
4637,46,female,23309,bachelor,7,sunbathing,2500,urban,198,85,spring,1,1,0
31241,46,male,34645,master,2,swimming,3539,rural,127,44,spring,1,0,0
41086,27,non-binary,69242,master,3,sunbathing,2596,suburban,295,32,summer,1,0,0
13808,63,female,68694,doctorate,9,hiking,1115,urban,29,115,summer,1,0,1
17438,48,non-binary,28914,master,2,skiing,2148,urban,154,204,summer,0,0,1
40305,68,male,115743,bachelor,9,sunbathing,3884,urban,204,56,spring,0,1,0
29430,58,male,59483,bachelor,3,sunbathing,3252,rural,229,186,summer,1,0,0
26825,41,non-binary,101619,high school,7,swimming,4972,urban,182,89,fall,1,0,0
28533,50,non-binary,44144,high school,7,hiking,1722,urban,172,274,fall,1,0,1
36614,40,male,57582,doctorate,3,swimming,786,rural,131,255,fall,1,0,0
45037,69,female,90099,high school,1,hiking,2979,urban,47,145,fall,0,0,1
43057,62,male,61807,doctorate,7,swimming,4739,suburban,63,230,summer,0,0,0
36995,59,non-binary,92957,doctorate,4,skiing,1863,suburban,226,104,spring,0,1,0
37012,43,male,45393,doctorate,4,skiing,3804,urban,145,177,fall,0,0,1
46064,63,male,70507,doctorate,2,hiking,625,rural,259,192,winter,0,0,0
42183,44,male,119753,master,7,skiing,2402,urban,94,30,summer,0,1,0
51476,47,male,83627,bachelor,1,swimming,957,rural,162,225,winter,1,0,0
2141,58,non-binary,31878,master,8,hiking,1987,rural,182,138,summer,0,1,0
17067,26,male,79131,high school,4,swimming,1427,rural,11,95,summer,0,1,0
50531,40,female,22265,master,8,hiking,3009,urban,280,264,winter,1,0,0
1608,33,female,64057,bachelor,3,skiing,2347,rural,99,282,winter,0,0,1
46236,45,non-binary,88650,master,5,sunbathing,1230,rural,99,258,summer,1,0,0
47110,34,female,99282,high school,1,sunbathing,1144,suburban,148,71,fall,1,1,0
11023,29,male,82290,high school,9,swimming,1528,rural,172,201,spring,0,1,0
37349,62,female,35143,bachelor,4,swimming,4761,suburban,136,57,spring,0,1,0
43078,63,non-binary,48135,master,7,hiking,1873,urban,139,41,summer,0,0,0
34921,60,non-binary,50252,high school,6,hiking,4083,suburban,14,201,summer,1,1,1
14718,67,non-binary,62159,bachelor,5,hiking,3585,urban,17,91,spring,1,1,1
47892,66,male,103986,high school,2,hiking,809,suburban,110,257,summer,0,1,1
36960,62,male,103046,bachelor,7,swimming,3290,suburban,45,124,fall,0,1,0
12478,48,non-binary,78250,high school,0,swimming,3898,suburban,84,284,fall,0,1,0
19178,27,female,96041,bachelor,9,hiking,3403,urban,228,255,winter,1,0,1
12064,36,non-binary,61261,bachelor,4,sunbathing,1305,suburban,144,120,summer,1,1,0
17539,33,non-binary,43812,high school,6,sunbathing,3568,suburban,124,145,spring,0,1,0
2939,65,male,28261,doctorate,3,swimming,4281,rural,175,128,fall,0,0,0
47104,34,non-binary,95707,high school,0,skiing,2330,urban,121,250,winter,0,0,1
18782,22,non-binary,95238,high school,6,skiing,4627,rural,199,241,summer,0,1,1
16797,46,non-binary,57060,master,9,hiking,3615,urban,102,93,fall,1,0,0
24796,38,non-binary,119246,doctorate,5,skiing,3137,urban,263,74,summer,0,0,0
45738,50,non-binary,39825,high school,9,hiking,3703,suburban,194,47,summer,1,1,0
13998,20,non-binary,21316,master,9,skiing,1925,urban,184,114,spring,1,1,0
27802,24,female,52840,master,3,sunbathing,3491,suburban,276,262,fall,1,0,0
46682,47,non-binary,20437,high school,5,skiing,3160,rural,148,265,winter,0,1,1
38917,58,non-binary,61878,doctorate,8,skiing,1844,rural,205,75,summer,1,0,0
31401,57,male,115946,master,8,skiing,3514,rural,152,106,winter,1,1,0
21606,18,non-binary,24618,master,4,sunbathing,1517,urban,184,123,fall,1,1,0
